Date,Department,Units_Produced,Defects,Cycle_Time,Downtime,Expected_Output,Ideal_Cycle_Time
12/2/2025,Packaging,188,7,6.01,61.7,96,5
12/3/2025,Assembly,128,6,12.98,99.05,60,8
12/3/2025,Painting,101,7,11.25,69.2,48,10
12/3/2025,Packaging,137,10,9.99,39.2,96,5
12/4/2025,Assembly,130,10,12.03,102.96,60,8
12/4/2025,Painting,190,2,12.86,36.48,48,10
12/4/2025,Packaging,112,0,9.81,107.01,96,5
12/5/2025,Assembly,120,2,10.03,1.64,60,8
12/5/2025,Painting,147,4,11.16,1.73,48,10
12/5/2025,Packaging,177,7,8.12,91.48,96,5
12/6/2025,Assembly,131,6,12.19,74.34,60,8
12/6/2025,Painting,198,2,13.12,103.73,48,10
12/6/2025,Packaging,109,2,7.9,118.88,96,5
12/7/2025,Assembly,118,10,11.38,16.61,60,8
12/7/2025,Painting,124,3,12.85,104.21,48,10
12/7/2025,Packaging,110,1,6.71,63.32,96,5
12/8/2025,Assembly,158,4,12.98,117.73,60,8
12/8/2025,Painting,103,5,14.02,85.81,48,10
12/8/2025,Packaging,124,10,9.75,99.94,96,5
12/9/2025,Assembly,126,6,12.32,13.21,60,8
12/9/2025,Painting,174,4,13.16,6.53,48,10
12/9/2025,Packaging,158,8,8.24,33.03,96,5
12/10/2025,Assembly,182,0,11.18,71.92,60,8
12/10/2025,Painting,114,7,13.53,54.62,48,10
12/10/2025,Packaging,146,0,9.19,20.37,96,5
12/11/2025,Assembly,119,1,11.9,73.16,60,8
12/11/2025,Painting,142,7,14.01,115.31,48,10
12/11/2025,Packaging,102,7,9.77,105.79,96,5
12/12/2025,Assembly,165,4,12.17,77.11,60,8
12/12/2025,Painting,153,9,13.7,11.39,48,10
12/12/2025,Packaging,142,5,8.51,7.98,96,5
12/13/2025,Assembly,189,0,11.03,105.72,60,8
12/13/2025,Painting,115,10,11.06,103.56,48,10
12/13/2025,Packaging,155,10,8.69,34.38,96,5
12/14/2025,Assembly,172,2,9,25.95,60,8
12/14/2025,Painting,180,6,13.09,112.89,48,10
12/14/2025,Packaging,193,3,6.74,52.25,96,5
12/15/2025,Assembly,111,0,11.35,107.03,60,8
12/15/2025,Painting,128,2,12.76,94.73,48,10
12/15/2025,Packaging,170,9,6.15,56.29,96,5
12/16/2025,Assembly,187,9,8.37,52.61,60,8
12/16/2025,Painting,183,2,14.93,19.92,48,10
12/16/2025,Packaging,171,7,5.04,18.67,96,5
12/17/2025,Assembly,110,7,9.1,2.46,60,8
12/17/2025,Painting,109,6,11.83,42.44,48,10
12/17/2025,Packaging,112,3,6.05,97.08,96,5
12/18/2025,Assembly,194,1,9.71,103.76,60,8
12/18/2025,Painting,186,5,12.42,36.29,48,10
12/18/2025,Packaging,191,4,7.39,93.67,96,5
12/19/2025,Assembly,123,2,8.02,20.91,60,8
12/19/2025,Painting,186,0,12.21,118.11,48,10
12/19/2025,Packaging,156,6,5.28,50.23,96,5
12/20/2025,Assembly,108,5,11.63,68.91,60,8
12/20/2025,Painting,175,7,13.32,23.91,48,10
12/20/2025,Packaging,178,6,9.2,118.73,96,5
12/21/2025,Assembly,108,7,9.86,23.42,60,8
12/21/2025,Painting,181,8,12.46,57.98,48,10
12/21/2025,Packaging,182,6,5.59,95.97,96,5
12/22/2025,Assembly,115,6,11.49,49.94,60,8
12/22/2025,Painting,195,7,10.98,114.17,48,10
12/22/2025,Packaging,200,5,7.84,69.52,96,5
12/23/2025,Assembly,189,5,9.15,66.32,60,8
12/23/2025,Painting,124,10,10.71,68.51,48,10
12/23/2025,Packaging,191,4,6.39,26.25,96,5
12/24/2025,Assembly,197,5,11.02,69.19,60,8
12/24/2025,Painting,171,8,13.93,30.34,48,10
12/24/2025,Packaging,109,2,9.47,40.5,96,5
12/25/2025,Assembly,158,4,8.88,80.73,60,8
12/25/2025,Painting,140,4,14.37,29.96,48,10
12/25/2025,Packaging,121,3,5,104.48,96,5
12/26/2025,Assembly,148,3,9.88,27.85,60,8
12/26/2025,Painting,135,0,12.77,23.94,48,10
12/26/2025,Packaging,123,9,6.19,113.82,96,5
12/27/2025,Assembly,122,7,9.04,28.58,60,8
12/27/2025,Painting,158,6,10.03,92.7,48,10
12/27/2025,Packaging,160,6,7.44,51.6,96,5
12/28/2025,Assembly,116,6,12.68,45.1,60,8
12/28/2025,Painting,193,1,10.85,3.66,48,10
12/28/2025,Packaging,120,6,8.23,27.21,96,5
12/29/2025,Assembly,114,8,10.34,92.83,60,8
12/29/2025,Painting,152,6,13.13,33.42,48,10
12/29/2025,Packaging,156,3,9.64,119.57,96,5
12/30/2025,Assembly,143,2,11.77,25.86,60,8
12/30/2025,Painting,131,0,13.87,109.8,48,10
12/30/2025,Packaging,107,7,9.61,83.47,96,5
